"type";"variable";"contribution";"variable_name";"variable_value";"sign";"label";"B"
"careless misclass:no";"HE01_23 = 2";-0,000180621461908392;"HE01_23";"2";-1;"gbm";10
"careless misclass:no";"HE01_29 = 2";0,00323876450754568;"HE01_29";"2";1;"gbm";10
"careless misclass:no";"res_psycsyn = -0.00124";0,0550262539089483;"res_psycsyn";"-0.00124";1;"gbm";10
"careless misclass:no";"HE01_27 = 2";0,000118727363039861;"HE01_27";"2";1;"gbm";10
"careless misclass:no";"longstr = 5";0,00124511265909388;"longstr";"5";1;"gbm";10
"careless misclass:no";"HE01_51 = 3";-0,000515587619618008;"HE01_51";"3";-1;"gbm";10
"careless misclass:no";"longstr6 = 5";0;"longstr6";"5";0;"gbm";10
"careless misclass:no";"irvTotal = 0.9181";0,0122259453437539;"irvTotal";"0.9181";1;"gbm";10
"careless misclass:no";"HE01_46_r = 2";0,000410597150206082;"HE01_46_r";"2";1;"gbm";10
"careless misclass:no";"HE01_08 = 3";-0,00341519437368565;"HE01_08";"3";-1;"gbm";10
"careless misclass:no";"HE01_54 = 4";0,000281594755605297;"HE01_54";"4";1;"gbm";10
"careless misclass:no";"HE01_05 = 1";0;"HE01_05";"1";0;"gbm";10
"careless misclass:no";"HE01_49_r = 2";0,00065895556957285;"HE01_49_r";"2";1;"gbm";10
"careless misclass:no";"HE01_44_r = 4";0,00219980887709204;"HE01_44_r";"4";1;"gbm";10
"careless misclass:no";"HE01_20_r = 2";0,00219503661333098;"HE01_20_r";"2";1;"gbm";10
"careless misclass:no";"HE01_36 = 2";0,0423333631326988;"HE01_36";"2";1;"gbm";10
"careless misclass:no";"HE01_34 = 2";-0,000129099282397682;"HE01_34";"2";-1;"gbm";10
"careless misclass:no";"HE01_47 = 2";0,00277883993283723;"HE01_47";"2";1;"gbm";10
"careless misclass:no";"HE01_32_r = 3";0,00173386143097354;"HE01_32_r";"3";1;"gbm";10
"careless misclass:no";"HE01_31_r = 4";-0,000169678897088854;"HE01_31_r";"4";-1;"gbm";10
"careless misclass:no";"HE01_09_r = 4";0,000400308567200303;"HE01_09_r";"4";1;"gbm";10
"careless misclass:no";"HE01_21_r = 4";-0,000479106141412111;"HE01_21_r";"4";-1;"gbm";10
"careless misclass:no";"HE01_24_r = 4";0;"HE01_24_r";"4";0;"gbm";10
"careless misclass:no";"SO04 = 1";0;"SO04";"1";0;"gbm";10
"careless misclass:no";"HE01_35_r = 2";0;"HE01_35_r";"2";0;"gbm";10
"careless misclass:no";"HE01_55_r = 2";0;"HE01_55_r";"2";0;"gbm";10
"careless misclass:no";"HE01_40 = 3";-0,000237932320367507;"HE01_40";"3";-1;"gbm";10
"careless misclass:no";"res_u3poly = 0.114";0,00371088945644915;"res_u3poly";"0.114";1;"gbm";10
"careless misclass:no";"time_p4 = 63860";-0,024848808144512;"time_p4";"63860";-1;"gbm";10
"careless misclass:no";"time_p6 = 59790";-0,018081119038483;"time_p6";"59790";-1;"gbm";10
"careless misclass:no";"HE01_60_r = 4";-0,00626276800419223;"HE01_60_r";"4";-1;"gbm";10
"careless misclass:no";"HE01_07 = 4";0,00221084772789792;"HE01_07";"4";1;"gbm";10
"careless misclass:no";"HE01_38 = 2";0,0017409506332714;"HE01_38";"2";1;"gbm";10
"careless misclass:no";"HE01_11 = 4";0,00032721875952435;"HE01_11";"4";1;"gbm";10
"careless misclass:no";"HE01_48_r = 4";0;"HE01_48_r";"4";0;"gbm";10
"careless misclass:no";"HE01_53_r = 4";0;"HE01_53_r";"4";0;"gbm";10
"careless misclass:no";"HE01_01_r = 4";-0,000615494878554723;"HE01_01_r";"4";-1;"gbm";10
"careless misclass:no";"HE01_12_r = 4";-0,00336336317419095;"HE01_12_r";"4";-1;"gbm";10
"careless misclass:no";"HE01_15_r = 4";0,000369744734943556;"HE01_15_r";"4";1;"gbm";10
"careless misclass:no";"HE01_56_r = 4";-0,00861982170191311;"HE01_56_r";"4";-1;"gbm";10
"careless misclass:no";"HE01_58 = 2";-0,000210941206045034;"HE01_58";"2";-1;"gbm";10
"careless misclass:no";"HE01_37 = 2";0;"HE01_37";"2";0;"gbm";10
"careless misclass:no";"HE01_30_r = 4";0;"HE01_30_r";"4";0;"gbm";10
"careless misclass:no";"age = 69";0,00138835149171623;"age";"69";1;"gbm";10
"careless misclass:no";"HE01_17 = 4";-0,00113702862126763;"HE01_17";"4";-1;"gbm";10
"careless misclass:no";"HE01_14_r = 4";-0,000361262906866333;"HE01_14_r";"4";-1;"gbm";10
"careless misclass:no";"HE01_18 = 2";0,00131100669591844;"HE01_18";"2";1;"gbm";10
"careless misclass:no";"avgstr = 1.538";0,00552836311626936;"avgstr";"1.538";1;"gbm";10
"careless misclass:no";"HE01_06 = 4";-0,000234746223474303;"HE01_06";"4";-1;"gbm";10
"careless misclass:no";"time_p1 = 52520";0,000214552449549821;"time_p1";"52520";1;"gbm";10
"careless misclass:no";"HE01_42_r = 4";0;"HE01_42_r";"4";0;"gbm";10
"careless misclass:no";"HE01_28_r = 2";0,00200600446972576;"HE01_28_r";"2";1;"gbm";10
"careless misclass:no";"HE01_22 = 3";0;"HE01_22";"3";0;"gbm";10
"careless misclass:no";"HE01_13 = 4";0;"HE01_13";"4";0;"gbm";10
"careless misclass:no";"HE01_26_r = 3";0;"HE01_26_r";"3";0;"gbm";10
"careless misclass:no";"SO06 = 5";0,000225489104931031;"SO06";"5";1;"gbm";10
"careless misclass:no";"HE01_33 = 4";0;"HE01_33";"4";0;"gbm";10
"careless misclass:no";"sex = 2";0;"sex";"2";0;"gbm";10
"careless misclass:no";"HE01_41_r = 3";0;"HE01_41_r";"3";0;"gbm";11
"careless misclass:no";"HE01_52_r = 2";0,00109898206142545;"HE01_52_r";"2";1;"gbm";11
"careless misclass:no";"HE01_37 = 2";0;"HE01_37";"2";0;"gbm";11
"careless misclass:no";"HE01_57_r = 4";-0,000928808696352923;"HE01_57_r";"4";-1;"gbm";11
"careless misclass:no";"HE01_60_r = 4";-0,00528783135968069;"HE01_60_r";"4";-1;"gbm";11
"careless misclass:no";"irv1 = 1.101";-0,00339219941269753;"irv1";"1.101";-1;"gbm";11
"careless misclass:no";"HE01_48_r = 4";0;"HE01_48_r";"4";0;"gbm";11
"careless misclass:no";"HE01_13 = 4";-0,00014743106827142;"HE01_13";"4";-1;"gbm";11
"careless misclass:no";"HE01_39 = 2";0;"HE01_39";"2";0;"gbm";11
"careless misclass:no";"HE01_53_r = 4";0;"HE01_53_r";"4";0;"gbm";11
"careless misclass:no";"HE01_29 = 2";0,0029068926568665;"HE01_29";"2";1;"gbm";11
"careless misclass:no";"age = 69";0,000562614912586579;"age";"69";1;"gbm";11
"careless misclass:no";"res_u3poly = 0.114";0,00180352258149474;"res_u3poly";"0.114";1;"gbm";11
"careless misclass:no";"HE01_46_r = 2";0,000380966820904383;"HE01_46_r";"2";1;"gbm";11
"careless misclass:no";"HE01_47 = 2";0,00391054997701612;"HE01_47";"2";1;"gbm";11
"careless misclass:no";"HE01_16 = 2";5,74170035099186e-05;"HE01_16";"2";1;"gbm";11
"careless misclass:no";"HE01_42_r = 4";-0,000432847000694792;"HE01_42_r";"4";-1;"gbm";11
"careless misclass:no";"HE01_28_r = 2";0,00307003125074135;"HE01_28_r";"2";1;"gbm";11
"careless misclass:no";"HE01_33 = 4";0;"HE01_33";"4";0;"gbm";11
"careless misclass:no";"HE01_55_r = 2";0;"HE01_55_r";"2";0;"gbm";11
"careless misclass:no";"HE01_03 = 4";0;"HE01_03";"4";0;"gbm";11
"careless misclass:no";"HE01_56_r = 4";-0,0129231192143093;"HE01_56_r";"4";-1;"gbm";11
"careless misclass:no";"res_psycsyn = -0.00124";0,0571267048788891;"res_psycsyn";"-0.00124";1;"gbm";11
"careless misclass:no";"irv6 = 0.9487";0,000514570880672305;"irv6";"0.9487";1;"gbm";11
"careless misclass:no";"HE01_34 = 2";-0,000126665649097579;"HE01_34";"2";-1;"gbm";11
"careless misclass:no";"HE01_58 = 2";-0,000207022121522238;"HE01_58";"2";-1;"gbm";11
"careless misclass:no";"HE01_24_r = 4";-0,000277327388110593;"HE01_24_r";"4";-1;"gbm";11
"careless misclass:no";"HE01_51 = 3";-0,000434299019559714;"HE01_51";"3";-1;"gbm";11
"careless misclass:no";"HE01_44_r = 4";0,00462361533015354;"HE01_44_r";"4";1;"gbm";11
"careless misclass:no";"HE01_31_r = 4";-0,000116460828202269;"HE01_31_r";"4";-1;"gbm";11
"careless misclass:no";"HE01_21_r = 4";-0,000373842970291971;"HE01_21_r";"4";-1;"gbm";11
"careless misclass:no";"HE01_59_r = 4";0;"HE01_59_r";"4";0;"gbm";11
"careless misclass:no";"HE01_17 = 4";-0,00105825061115716;"HE01_17";"4";-1;"gbm";11
"careless misclass:no";"HE01_54 = 4";-0,00016806312137263;"HE01_54";"4";-1;"gbm";11
"careless misclass:no";"HE01_10_r = 2";0;"HE01_10_r";"2";0;"gbm";11
"careless misclass:no";"HE01_49_r = 2";0,000917692771243095;"HE01_49_r";"2";1;"gbm";11
"careless misclass:no";"HE01_04 = 4";0;"HE01_04";"4";0;"gbm";11
"careless misclass:no";"HE01_35_r = 2";0;"HE01_35_r";"2";0;"gbm";11
"careless misclass:no";"HE01_20_r = 2";0,0017193804847041;"HE01_20_r";"2";1;"gbm";11
"careless misclass:no";"HE01_14_r = 4";-0,000201096781064058;"HE01_14_r";"4";-1;"gbm";11
"careless misclass:no";"HE01_02 = 3";0,00446266130367901;"HE01_02";"3";1;"gbm";11
"careless misclass:no";"HE01_07 = 4";0,00213872109561464;"HE01_07";"4";1;"gbm";11
"careless misclass:no";"longstr = 5";0,00118103654246926;"longstr";"5";1;"gbm";11
"careless misclass:no";"HE01_38 = 2";0,00131116502051754;"HE01_38";"2";1;"gbm";11
"careless misclass:no";"HE01_43 = 4";0,00153356119888137;"HE01_43";"4";1;"gbm";11
"careless misclass:no";"HE01_05 = 1";0;"HE01_05";"1";0;"gbm";11
"careless misclass:no";"SO04 = 1";0;"SO04";"1";0;"gbm";11
"careless misclass:no";"longstr1 = 2";0,000358639490415369;"longstr1";"2";1;"gbm";11
"careless misclass:no";"HE01_01_r = 4";-0,000562352504472563;"HE01_01_r";"4";-1;"gbm";11
"careless misclass:no";"time_p1 = 52520";-0,00082762848703366;"time_p1";"52520";-1;"gbm";11
"careless misclass:no";"irvTotal = 0.9181";0,0135547221708506;"irvTotal";"0.9181";1;"gbm";11
"careless misclass:no";"HE01_15_r = 4";0,000474579066749747;"HE01_15_r";"4";1;"gbm";11
"careless misclass:no";"HE01_23 = 2";-0,000173966028318207;"HE01_23";"2";-1;"gbm";11
"careless misclass:no";"HE01_30_r = 4";0;"HE01_30_r";"4";0;"gbm";11
"careless misclass:no";"HE01_08 = 3";-0,0029011395612939;"HE01_08";"3";-1;"gbm";11
"careless misclass:no";"HE01_19_r = 4";0;"HE01_19_r";"4";0;"gbm";11
"careless misclass:no";"avgstr = 1.538";0,00520255593872987;"avgstr";"1.538";1;"gbm";11
"careless misclass:no";"HE01_36 = 2";0,039184754263008;"HE01_36";"2";1;"gbm";11
"careless misclass:no";"longstrDiff = -3";0,00148566488307511;"longstrDiff";"-3";1;"gbm";11
"careless misclass:no";"time_p2 = 63530";-0,00147049590554882;"time_p2";"63530";-1;"gbm";11
"careless misclass:no";"HE01_32_r = 3";0,00138265180408192;"HE01_32_r";"3";1;"gbm";11
"careless misclass:no";"HE01_18 = 2";0,00101773371146419;"HE01_18";"2";1;"gbm";11
"careless misclass:no";"irvDiff = 0.1518";0,00171693218202384;"irvDiff";"0.1518";1;"gbm";11
"careless misclass:no";"HE01_09_r = 4";0,000262609133506064;"HE01_09_r";"4";1;"gbm";11
"careless misclass:no";"HE01_40 = 3";-0,000648121674523883;"HE01_40";"3";-1;"gbm";11
"careless misclass:no";"HE01_50 = 2";0,00107336914771516;"HE01_50";"2";1;"gbm";11
"careless misclass:no";"HE01_11 = 4";0,000258293120406594;"HE01_11";"4";1;"gbm";11
"careless misclass:no";"res_evenodd = 0.4618";-0,000440638913536628;"res_evenodd";"0.4618";-1;"gbm";11
"careless misclass:no";"HE01_45 = 2";0;"HE01_45";"2";0;"gbm";11
"careless misclass:no";"HE01_25 = 3";0,0120358999336614;"HE01_25";"3";1;"gbm";11
"careless misclass:no";"longstr6 = 5";0;"longstr6";"5";0;"gbm";11
"careless misclass:no";"time_p4 = 63860";-0,0179056934622079;"time_p4";"63860";-1;"gbm";11
"careless misclass:no";"HE01_12_r = 4";-0,00253527925903374;"HE01_12_r";"4";-1;"gbm";11
"careless misclass:no";"HE01_27 = 2";0;"HE01_27";"2";0;"gbm";11
"careless misclass:no";"HE01_06 = 4";-0,000131479113765653;"HE01_06";"4";-1;"gbm";11
"careless misclass:no";"HE01_22 = 3";0;"HE01_22";"3";0;"gbm";11
"careless misclass:no";"time_p5 = 55890";-0,0487962263492873;"time_p5";"55890";-1;"gbm";11
"careless misclass:no";"HE01_26_r = 3";0;"HE01_26_r";"3";0;"gbm";11
"careless misclass:no";"res_mahad = 55.13";0,00370042650453528;"res_mahad";"55.13";1;"gbm";11
"careless misclass:no";"sex = 2";0;"sex";"2";0;"gbm";11
"careless misclass:no";"SO06 = 5";0,000222057607984549;"SO06";"5";1;"gbm";11
"careless misclass:no";"time_p3 = 45010";-0,0101088124397374;"time_p3";"45010";-1;"gbm";11
"careless misclass:no";"time_p6 = 59790";-0,0181190545841067;"time_p6";"59790";-1;"gbm";11
"careless misclass:no";"res_u3poly = 0.114";0,00179558270078584;"res_u3poly";"0.114";1;"gbm";12
"careless misclass:no";"HE01_59_r = 4";0;"HE01_59_r";"4";0;"gbm";12
"careless misclass:no";"HE01_14_r = 4";-0,000187320268877023;"HE01_14_r";"4";-1;"gbm";12
"careless misclass:no";"time_p1 = 52520";-0,00205740271556287;"time_p1";"52520";-1;"gbm";12
"careless misclass:no";"HE01_28_r = 2";0,00307920491831881;"HE01_28_r";"2";1;"gbm";12
"careless misclass:no";"HE01_17 = 4";-0,000117621881861929;"HE01_17";"4";-1;"gbm";12
"careless misclass:no";"HE01_22 = 3";0,000263494260207553;"HE01_22";"3";1;"gbm";12
"careless misclass:no";"HE01_06 = 4";-0,000329945620407557;"HE01_06";"4";-1;"gbm";12
"careless misclass:no";"irv6 = 0.9487";0,000501936010398607;"irv6";"0.9487";1;"gbm";12
"careless misclass:no";"HE01_24_r = 4";-0,000274960649902067;"HE01_24_r";"4";-1;"gbm";12
"careless misclass:no";"HE01_18 = 2";0,00173989343810621;"HE01_18";"2";1;"gbm";12
"careless misclass:no";"HE01_51 = 3";-0,000764003143740366;"HE01_51";"3";-1;"gbm";12
"careless misclass:no";"irvDiff = 0.1518";0,00265568751016054;"irvDiff";"0.1518";1;"gbm";12
"careless misclass:no";"HE01_05 = 1";0;"HE01_05";"1";0;"gbm";12
"careless misclass:no";"HE01_39 = 2";0;"HE01_39";"2";0;"gbm";12
"careless misclass:no";"time_p2 = 63530";-0,00170156101241936;"time_p2";"63530";-1;"gbm";12
"careless misclass:no";"longstrDiff = -3";0,00172529414153455;"longstrDiff";"-3";1;"gbm";12
"careless misclass:no";"HE01_49_r = 2";0,000901259518407249;"HE01_49_r";"2";1;"gbm";12
"careless misclass:no";"HE01_12_r = 4";-0,0026881082341067;"HE01_12_r";"4";-1;"gbm";12
"careless misclass:no";"HE01_40 = 3";-1,62419664062607e-06;"HE01_40";"3";-1;"gbm";12
"careless misclass:no";"HE01_56_r = 4";-0,0136836281695231;"HE01_56_r";"4";-1;"gbm";12
"careless misclass:no";"HE01_09_r = 4";0,000275452750924721;"HE01_09_r";"4";1;"gbm";12
"careless misclass:no";"SO04 = 1";0;"SO04";"1";0;"gbm";12
"careless misclass:no";"time_p5 = 55890";-0,0449262129436159;"time_p5";"55890";-1;"gbm";12
"careless misclass:no";"HE01_29 = 2";0,00318322517885961;"HE01_29";"2";1;"gbm";12
"careless misclass:no";"res_psycsyn = -0.00124";0,0528266770630986;"res_psycsyn";"-0.00124";1;"gbm";12
"careless misclass:no";"age = 69";0,000947238612101664;"age";"69";1;"gbm";12
"careless misclass:no";"HE01_20_r = 2";0,00198441092665302;"HE01_20_r";"2";1;"gbm";12
"careless misclass:no";"res_evenodd = 0.4618";-0,000737446208138981;"res_evenodd";"0.4618";-1;"gbm";12
"careless misclass:no";"HE01_54 = 4";-0,000171582361963796;"HE01_54";"4";-1;"gbm";12
"careless misclass:no";"HE01_43 = 4";0,00216785224631399;"HE01_43";"4";1;"gbm";12
"careless misclass:no";"HE01_08 = 3";-0,00372346498810305;"HE01_08";"3";-1;"gbm";12
"careless misclass:no";"HE01_60_r = 4";-0,00659215397597268;"HE01_60_r";"4";-1;"gbm";12
"careless misclass:no";"HE01_01_r = 4";-0,000753774519601014;"HE01_01_r";"4";-1;"gbm";12
"careless misclass:no";"HE01_31_r = 4";-0,000176160574172246;"HE01_31_r";"4";-1;"gbm";12
"careless misclass:no";"res_mahad = 55.13";0,00370131730083056;"res_mahad";"55.13";1;"gbm";12
"careless misclass:no";"HE01_11 = 4";0,000319285505839373;"HE01_11";"4";1;"gbm";12
"careless misclass:no";"HE01_35_r = 2";0;"HE01_35_r";"2";0;"gbm";12
"careless misclass:no";"HE01_02 = 3";0,00449215509776058;"HE01_02";"3";1;"gbm";12
"careless misclass:no";"HE01_53_r = 4";0;"HE01_53_r";"4";0;"gbm";12
"careless misclass:no";"sex = 2";0;"sex";"2";0;"gbm";12
"careless misclass:no";"HE01_57_r = 4";-0,00155025142728193;"HE01_57_r";"4";-1;"gbm";12
"careless misclass:no";"time_p6 = 59790";-0,0205425625913871;"time_p6";"59790";-1;"gbm";12
"careless misclass:no";"HE01_03 = 4";0;"HE01_03";"4";0;"gbm";12
"careless misclass:no";"time_p3 = 45010";-0,0102304096763711;"time_p3";"45010";-1;"gbm";12
"careless misclass:no";"HE01_44_r = 4";0,00278636213511985;"HE01_44_r";"4";1;"gbm";12
"careless misclass:no";"HE01_41_r = 3";0;"HE01_41_r";"3";0;"gbm";12
"careless misclass:no";"HE01_45 = 2";0;"HE01_45";"2";0;"gbm";12
"careless misclass:no";"HE01_52_r = 2";0,00216736335332396;"HE01_52_r";"2";1;"gbm";12
"careless misclass:no";"HE01_26_r = 3";0,000606068142940619;"HE01_26_r";"3";1;"gbm";12
"careless misclass:no";"HE01_04 = 4";0;"HE01_04";"4";0;"gbm";12
"careless misclass:no";"HE01_32_r = 3";0,00155162732994063;"HE01_32_r";"3";1;"gbm";12
"careless misclass:no";"longstr6 = 5";0;"longstr6";"5";0;"gbm";12
"careless misclass:no";"HE01_50 = 2";0,00110373819128767;"HE01_50";"2";1;"gbm";12
"careless misclass:no";"time_p4 = 63860";-0,022591599119393;"time_p4";"63860";-1;"gbm";12
"careless misclass:no";"HE01_10_r = 2";0;"HE01_10_r";"2";0;"gbm";12
"careless misclass:no";"SO06 = 5";0,000225039345625566;"SO06";"5";1;"gbm";12
"careless misclass:no";"HE01_15_r = 4";0,000369270283533341;"HE01_15_r";"4";1;"gbm";12
"careless misclass:no";"HE01_34 = 2";-0,000144778259101752;"HE01_34";"2";-1;"gbm";12
"careless misclass:no";"irv1 = 1.101";-0,00554073398732841;"irv1";"1.101";-1;"gbm";12
"careless misclass:no";"HE01_13 = 4";0;"HE01_13";"4";0;"gbm";12
"careless misclass:no";"HE01_48_r = 4";0;"HE01_48_r";"4";0;"gbm";12
"careless misclass:no";"HE01_21_r = 4";-0,000394190615420509;"HE01_21_r";"4";-1;"gbm";12
"careless misclass:no";"HE01_58 = 2";-0,000400124781886724;"HE01_58";"2";-1;"gbm";12
"careless misclass:no";"HE01_19_r = 4";0;"HE01_19_r";"4";0;"gbm";12
"careless misclass:no";"avgstr = 1.538";0,00550303066063768;"avgstr";"1.538";1;"gbm";12
"careless misclass:no";"longstr = 5";0,000824616445709858;"longstr";"5";1;"gbm";12
"careless misclass:no";"HE01_47 = 2";0,00241685746786008;"HE01_47";"2";1;"gbm";12
"careless misclass:no";"HE01_36 = 2";0,0499877987866;"HE01_36";"2";1;"gbm";12
"careless misclass:no";"HE01_55_r = 2";0;"HE01_55_r";"2";0;"gbm";12
"careless misclass:no";"HE01_30_r = 4";0;"HE01_30_r";"4";0;"gbm";12
"careless misclass:no";"longstr1 = 2";0,000432635061397346;"longstr1";"2";1;"gbm";12
"careless misclass:no";"HE01_23 = 2";-0,000188360684058253;"HE01_23";"2";-1;"gbm";12
"careless misclass:no";"HE01_33 = 4";0;"HE01_33";"4";0;"gbm";12
"careless misclass:no";"HE01_16 = 2";-0,000336531446124555;"HE01_16";"2";-1;"gbm";12
"careless misclass:no";"HE01_25 = 3";0,0134252128166427;"HE01_25";"3";1;"gbm";12
"careless misclass:no";"HE01_27 = 2";0;"HE01_27";"2";0;"gbm";12
"careless misclass:no";"HE01_46_r = 2";0,000500494877901714;"HE01_46_r";"2";1;"gbm";12
"careless misclass:no";"HE01_38 = 2";0,00175364487068908;"HE01_38";"2";1;"gbm";12
"careless misclass:no";"HE01_37 = 2";0;"HE01_37";"2";0;"gbm";12
"careless misclass:no";"HE01_42_r = 4";0;"HE01_42_r";"4";0;"gbm";12
"careless misclass:no";"HE01_07 = 4";0,00222417756924831;"HE01_07";"4";1;"gbm";12
"careless misclass:no";"irvTotal = 0.9181";0,0129234317385284;"irvTotal";"0.9181";1;"gbm";12
"careless misclass:no";"HE01_31_r = 4";-0,000114739101155337;"HE01_31_r";"4";-1;"gbm";13
"careless misclass:no";"HE01_30_r = 4";0;"HE01_30_r";"4";0;"gbm";13
"careless misclass:no";"HE01_09_r = 4";0,000359864050962666;"HE01_09_r";"4";1;"gbm";13
"careless misclass:no";"HE01_08 = 3";-0,0024074045252257;"HE01_08";"3";-1;"gbm";13
"careless misclass:no";"time_p4 = 63860";-0,0246713758948818;"time_p4";"63860";-1;"gbm";13
"careless misclass:no";"time_p1 = 52520";-0,00228521202208032;"time_p1";"52520";-1;"gbm";13
"careless misclass:no";"HE01_25 = 3";0,00979174642652453;"HE01_25";"3";1;"gbm";13
"careless misclass:no";"HE01_54 = 4";-7,48770480537564e-05;"HE01_54";"4";-1;"gbm";13
"careless misclass:no";"HE01_38 = 2";0,00324219626455335;"HE01_38";"2";1;"gbm";13
"careless misclass:no";"HE01_44_r = 4";0,00370680593035783;"HE01_44_r";"4";1;"gbm";13
"careless misclass:no";"HE01_17 = 4";-0,000105816428635386;"HE01_17";"4";-1;"gbm";13
"careless misclass:no";"HE01_57_r = 4";-0,00119594714556315;"HE01_57_r";"4";-1;"gbm";13
"careless misclass:no";"HE01_37 = 2";0;"HE01_37";"2";0;"gbm";13
"careless misclass:no";"HE01_18 = 2";0,00175250181858194;"HE01_18";"2";1;"gbm";13
"careless misclass:no";"HE01_28_r = 2";0,00269827835652797;"HE01_28_r";"2";1;"gbm";13
"careless misclass:no";"HE01_10_r = 2";0;"HE01_10_r";"2";0;"gbm";13
"careless misclass:no";"longstr1 = 2";0,000363319843306287;"longstr1";"2";1;"gbm";13
"careless misclass:no";"HE01_34 = 2";-0,000138928957946149;"HE01_34";"2";-1;"gbm";13
"careless misclass:no";"avgstr = 1.538";0,00844136913495036;"avgstr";"1.538";1;"gbm";13
"careless misclass:no";"HE01_41_r = 3";0;"HE01_41_r";"3";0;"gbm";13
"careless misclass:no";"HE01_32_r = 3";0,00119641094621936;"HE01_32_r";"3";1;"gbm";13
"careless misclass:no";"HE01_24_r = 4";-0,000283437492492489;"HE01_24_r";"4";-1;"gbm";13
"careless misclass:no";"HE01_60_r = 4";-0,0049447133076308;"HE01_60_r";"4";-1;"gbm";13
"careless misclass:no";"SO06 = 5";0,000156925291027843;"SO06";"5";1;"gbm";13
"careless misclass:no";"irvDiff = 0.1518";0,00172507366434482;"irvDiff";"0.1518";1;"gbm";13
"careless misclass:no";"irvTotal = 0.9181";0,0109817167193611;"irvTotal";"0.9181";1;"gbm";13
"careless misclass:no";"HE01_48_r = 4";0;"HE01_48_r";"4";0;"gbm";13
"careless misclass:no";"res_u3poly = 0.114";0,000971374577936834;"res_u3poly";"0.114";1;"gbm";13
"careless misclass:no";"res_psycsyn = -0.00124";0,0602441513636219;"res_psycsyn";"-0.00124";1;"gbm";13
"careless misclass:no";"HE01_33 = 4";0;"HE01_33";"4";0;"gbm";13
"careless misclass:no";"HE01_47 = 2";0,00360621134915573;"HE01_47";"2";1;"gbm";13
"careless misclass:no";"longstr = 5";0,00078538242164139;"longstr";"5";1;"gbm";13
"careless misclass:no";"HE01_56_r = 4";-0,0105938312584692;"HE01_56_r";"4";-1;"gbm";13
"careless misclass:no";"HE01_15_r = 4";0,000346192019334834;"HE01_15_r";"4";1;"gbm";13
"careless misclass:no";"sex = 2";0;"sex";"2";0;"gbm";13
"careless misclass:no";"HE01_43 = 4";0,00156629890289928;"HE01_43";"4";1;"gbm";13
"careless misclass:no";"time_p6 = 59790";-0,0176811255764838;"time_p6";"59790";-1;"gbm";13
"careless misclass:no";"HE01_01_r = 4";-0,000600146081521924;"HE01_01_r";"4";-1;"gbm";13
"careless misclass:no";"HE01_12_r = 4";-0,00253177513469183;"HE01_12_r";"4";-1;"gbm";13
"careless misclass:no";"HE01_35_r = 2";0;"HE01_35_r";"2";0;"gbm";13
"careless misclass:no";"HE01_16 = 2";-0,000330507240809519;"HE01_16";"2";-1;"gbm";13
"careless misclass:no";"HE01_14_r = 4";-0,000204223003837045;"HE01_14_r";"4";-1;"gbm";13
"careless misclass:no";"longstr6 = 5";0;"longstr6";"5";0;"gbm";13
"careless misclass:no";"HE01_40 = 3";-0,000693215020832638;"HE01_40";"3";-1;"gbm";13
"careless misclass:no";"res_mahad = 55.13";0,00331598317563586;"res_mahad";"55.13";1;"gbm";13
"careless misclass:no";"HE01_49_r = 2";0,000952766640948788;"HE01_49_r";"2";1;"gbm";13
"careless misclass:no";"HE01_19_r = 4";0;"HE01_19_r";"4";0;"gbm";13
"careless misclass:no";"HE01_51 = 3";-0,000515998259929651;"HE01_51";"3";-1;"gbm";13
"careless misclass:no";"irv6 = 0.9487";0,000465098033015754;"irv6";"0.9487";1;"gbm";13
"careless misclass:no";"HE01_46_r = 2";0,000403020900995532;"HE01_46_r";"2";1;"gbm";13
"careless misclass:no";"HE01_26_r = 3";0;"HE01_26_r";"3";0;"gbm";13
"careless misclass:no";"HE01_42_r = 4";0;"HE01_42_r";"4";0;"gbm";13
"careless misclass:no";"HE01_11 = 4";0,000266907152984164;"HE01_11";"4";1;"gbm";13
"careless misclass:no";"SO04 = 1";0;"SO04";"1";0;"gbm";13
"careless misclass:no";"time_p3 = 45010";-0,0105252485349389;"time_p3";"45010";-1;"gbm";13
"careless misclass:no";"res_evenodd = 0.4618";-0,00108277348043984;"res_evenodd";"0.4618";-1;"gbm";13
"careless misclass:no";"HE01_29 = 2";0,00396224230552311;"HE01_29";"2";1;"gbm";13
"careless misclass:no";"HE01_20_r = 2";0,00220184034747706;"HE01_20_r";"2";1;"gbm";13
"careless misclass:no";"HE01_53_r = 4";0;"HE01_53_r";"4";0;"gbm";13
"careless misclass:no";"time_p5 = 55890";-0,055953045904531;"time_p5";"55890";-1;"gbm";13
"careless misclass:no";"HE01_45 = 2";0;"HE01_45";"2";0;"gbm";13
"careless misclass:no";"HE01_07 = 4";0,00222016285914794;"HE01_07";"4";1;"gbm";13
"careless misclass:no";"longstrDiff = -3";0,00122872825364151;"longstrDiff";"-3";1;"gbm";13
"careless misclass:no";"HE01_36 = 2";0,0492233253835456;"HE01_36";"2";1;"gbm";13
"careless misclass:no";"HE01_03 = 4";0;"HE01_03";"4";0;"gbm";13
"careless misclass:no";"HE01_04 = 4";0;"HE01_04";"4";0;"gbm";13
"careless misclass:no";"HE01_52_r = 2";0,00217024741964278;"HE01_52_r";"2";1;"gbm";13
