"type";"variable";"contribution";"variable_name";"variable_value";"sign";"label";"B"
"regular misclass:no";"age = 57";-0,00116473031247262;"age";"57";-1;"gbm";0
"regular misclass:no";"avgstr = 1.25";-0,00525277237166717;"avgstr";"1.25";-1;"gbm";0
"regular misclass:no";"HE01_01_r = 1";0,000868276895634017;"HE01_01_r";"1";1;"gbm";0
"regular misclass:no";"HE01_02 = 4";0,00193339062867352;"HE01_02";"4";1;"gbm";0
"regular misclass:no";"HE01_03 = 2";0;"HE01_03";"2";0;"gbm";0
"regular misclass:no";"HE01_04 = 4";-0,000375343292683539;"HE01_04";"4";-1;"gbm";0
"regular misclass:no";"HE01_05 = 2";0;"HE01_05";"2";0;"gbm";0
"regular misclass:no";"HE01_06 = 5";0,000574548115040476;"HE01_06";"5";1;"gbm";0
"regular misclass:no";"HE01_07 = 1";0,00270286687284272;"HE01_07";"1";1;"gbm";0
"regular misclass:no";"HE01_08 = 3";-0,00245068293814819;"HE01_08";"3";-1;"gbm";0
"regular misclass:no";"HE01_09_r = 5";-0,0018484070232324;"HE01_09_r";"5";-1;"gbm";0
"regular misclass:no";"HE01_10_r = 2";0;"HE01_10_r";"2";0;"gbm";0
"regular misclass:no";"HE01_11 = 4";0,000304508475769576;"HE01_11";"4";1;"gbm";0
"regular misclass:no";"HE01_12_r = 2";-0,00112619246022727;"HE01_12_r";"2";-1;"gbm";0
"regular misclass:no";"HE01_13 = 4";-0,000225276751241847;"HE01_13";"4";-1;"gbm";0
"regular misclass:no";"HE01_14_r = 3";-8,2931869312366e-05;"HE01_14_r";"3";-1;"gbm";0
"regular misclass:no";"HE01_15_r = 2";0,000513043030903333;"HE01_15_r";"2";1;"gbm";0
"regular misclass:no";"HE01_16 = 2";0,000183456710896899;"HE01_16";"2";1;"gbm";0
"regular misclass:no";"HE01_17 = 2";0,000301180824423843;"HE01_17";"2";1;"gbm";0
"regular misclass:no";"HE01_18 = 3";-0,000999440215336016;"HE01_18";"3";-1;"gbm";0
"regular misclass:no";"HE01_19_r = 3";0;"HE01_19_r";"3";0;"gbm";0
"regular misclass:no";"HE01_20_r = 1";0,00101343882842869;"HE01_20_r";"1";1;"gbm";0
"regular misclass:no";"HE01_21_r = 5";0,000543332097010512;"HE01_21_r";"5";1;"gbm";0
"regular misclass:no";"HE01_22 = 3";0,000139456885971028;"HE01_22";"3";1;"gbm";0
"regular misclass:no";"HE01_23 = 3";-6,77870929604496e-05;"HE01_23";"3";-1;"gbm";0
"regular misclass:no";"HE01_24_r = 5";-0,000138985836098524;"HE01_24_r";"5";-1;"gbm";0
"regular misclass:no";"HE01_25 = 1";0,00933618315921337;"HE01_25";"1";1;"gbm";0
"regular misclass:no";"HE01_26_r = 4";-0,000605156505902156;"HE01_26_r";"4";-1;"gbm";0
"regular misclass:no";"HE01_27 = 4";0,000184798251237837;"HE01_27";"4";1;"gbm";0
"regular misclass:no";"HE01_28_r = 4";-0,00422448483338525;"HE01_28_r";"4";-1;"gbm";0
"regular misclass:no";"HE01_29 = 2";0,00241216942203058;"HE01_29";"2";1;"gbm";0
"regular misclass:no";"HE01_30_r = 5";0;"HE01_30_r";"5";0;"gbm";0
"regular misclass:no";"HE01_31_r = 1";0,00213804002176996;"HE01_31_r";"1";1;"gbm";0
"regular misclass:no";"HE01_32_r = 3";0,00107437594702612;"HE01_32_r";"3";1;"gbm";0
"regular misclass:no";"HE01_33 = 5";0;"HE01_33";"5";0;"gbm";0
"regular misclass:no";"HE01_34 = 3";-0,000138919601041194;"HE01_34";"3";-1;"gbm";0
"regular misclass:no";"HE01_35_r = 4";0;"HE01_35_r";"4";0;"gbm";0
"regular misclass:no";"HE01_36 = 4";-0,00918893992079967;"HE01_36";"4";-1;"gbm";0
"regular misclass:no";"HE01_37 = 3";0;"HE01_37";"3";0;"gbm";0
"regular misclass:no";"HE01_38 = 4";-0,00123413306432477;"HE01_38";"4";-1;"gbm";0
"regular misclass:no";"HE01_39 = 3";0;"HE01_39";"3";0;"gbm";0
"regular misclass:no";"HE01_40 = 2";0,000224082965327388;"HE01_40";"2";1;"gbm";0
"regular misclass:no";"HE01_41_r = 2";0;"HE01_41_r";"2";0;"gbm";0
"regular misclass:no";"HE01_42_r = 3";0,000534243520793889;"HE01_42_r";"3";1;"gbm";0
"regular misclass:no";"HE01_43 = 3";-0,00305514590297691;"HE01_43";"3";-1;"gbm";0
"regular misclass:no";"HE01_44_r = 4";0,00512979425187471;"HE01_44_r";"4";1;"gbm";0
"regular misclass:no";"HE01_45 = 5";0;"HE01_45";"5";0;"gbm";0
"regular misclass:no";"HE01_46_r = 2";0,000253022278154003;"HE01_46_r";"2";1;"gbm";0
"regular misclass:no";"HE01_47 = 4";-0,00328608483558775;"HE01_47";"4";-1;"gbm";0
"regular misclass:no";"HE01_48_r = 5";0;"HE01_48_r";"5";0;"gbm";0
"regular misclass:no";"HE01_49_r = 1";0,000788207235277152;"HE01_49_r";"1";1;"gbm";0
"regular misclass:no";"HE01_50 = 1";0,00050881743922355;"HE01_50";"1";1;"gbm";0
"regular misclass:no";"HE01_51 = 5";-0,000975953993012164;"HE01_51";"5";-1;"gbm";0
"regular misclass:no";"HE01_52_r = 2";0,00062015161677873;"HE01_52_r";"2";1;"gbm";0
"regular misclass:no";"HE01_53_r = 3";0;"HE01_53_r";"3";0;"gbm";0
"regular misclass:no";"HE01_54 = 5";-0,00148565776070767;"HE01_54";"5";-1;"gbm";0
"regular misclass:no";"HE01_55_r = 1";0;"HE01_55_r";"1";0;"gbm";0
"regular misclass:no";"HE01_56_r = 2";0,00945943859659069;"HE01_56_r";"2";1;"gbm";0
"regular misclass:no";"HE01_57_r = 5";0,00470650605949211;"HE01_57_r";"5";1;"gbm";0
"regular misclass:no";"HE01_58 = 1";-9,01074404944025e-05;"HE01_58";"1";-1;"gbm";0
"regular misclass:no";"HE01_59_r = 3";0;"HE01_59_r";"3";0;"gbm";0
"regular misclass:no";"HE01_60_r = 5";-0,0133106660772965;"HE01_60_r";"5";-1;"gbm";0
"regular misclass:no";"irv1 = 1.524";-0,00350747956994769;"irv1";"1.524";-1;"gbm";0
"regular misclass:no";"irv6 = 1.687";-0,00291372341435783;"irv6";"1.687";-1;"gbm";0
"regular misclass:no";"irvDiff = -0.1627";0,000183494646047795;"irvDiff";"-0.1627";1;"gbm";0
"regular misclass:no";"irvTotal = 1.358";-0,0061774314550724;"irvTotal";"1.358";-1;"gbm";0
"regular misclass:no";"longstr = 4";0,000794534645213409;"longstr";"4";1;"gbm";0
"regular misclass:no";"longstr1 = 1";0,000229528504844099;"longstr1";"1";1;"gbm";0
"regular misclass:no";"longstr6 = 2";0;"longstr6";"2";0;"gbm";0
"regular misclass:no";"longstrDiff = -1";0,00202101325314789;"longstrDiff";"-1";1;"gbm";0
"regular misclass:no";"res_evenodd = 0.9809";-0,0213208707837623;"res_evenodd";"0.9809";-1;"gbm";0
"regular misclass:no";"res_mahad = 63.97";0,00629751550696715;"res_mahad";"63.97";1;"gbm";0
"regular misclass:no";"res_psycsyn = -0.47";-0,0553473454970504;"res_psycsyn";"-0.47";-1;"gbm";0
"regular misclass:no";"res_u3poly = 0.2329";0,00235113357654553;"res_u3poly";"0.2329";1;"gbm";0
"regular misclass:no";"sex = 1";0;"sex";"1";0;"gbm";0
"regular misclass:no";"SO04 = 1";0;"SO04";"1";0;"gbm";0
"regular misclass:no";"SO06 = 6";-0,00372338192382234;"SO06";"6";-1;"gbm";0
"regular misclass:no";"time_p1 = 43530";0,0103869840132099;"time_p1";"43530";1;"gbm";0
"regular misclass:no";"time_p2 = 48220";-0,000827678983742575;"time_p2";"48220";-1;"gbm";0
"regular misclass:no";"time_p3 = 31530";0,020754985122594;"time_p3";"31530";1;"gbm";0
"regular misclass:no";"time_p4 = 38510";0,0160533909112783;"time_p4";"38510";1;"gbm";0
"regular misclass:no";"time_p5 = 35540";0,0318217895004135;"time_p5";"35540";1;"gbm";0
"regular misclass:no";"time_p6 = 35290";-0,0208762125968206;"time_p6";"35290";-1;"gbm";0
"regular misclass:no";"HE01_37 = 3";0;"HE01_37";"3";0;"gbm";1
"regular misclass:no";"sex = 1";0;"sex";"1";0;"gbm";1
"regular misclass:no";"HE01_53_r = 3";0;"HE01_53_r";"3";0;"gbm";1
"regular misclass:no";"HE01_01_r = 1";0,000698710728001872;"HE01_01_r";"1";1;"gbm";1
"regular misclass:no";"HE01_55_r = 1";0;"HE01_55_r";"1";0;"gbm";1
"regular misclass:no";"time_p4 = 38510";0,0152442778102759;"time_p4";"38510";1;"gbm";1
"regular misclass:no";"HE01_24_r = 5";-0,000274678429239894;"HE01_24_r";"5";-1;"gbm";1
"regular misclass:no";"HE01_48_r = 5";0;"HE01_48_r";"5";0;"gbm";1
"regular misclass:no";"HE01_16 = 2";0,000169927225105337;"HE01_16";"2";1;"gbm";1
"regular misclass:no";"res_evenodd = 0.9809";-0,0198425086726395;"res_evenodd";"0.9809";-1;"gbm";1
"regular misclass:no";"HE01_07 = 1";0,00266756512767841;"HE01_07";"1";1;"gbm";1
"regular misclass:no";"HE01_39 = 3";0;"HE01_39";"3";0;"gbm";1
"regular misclass:no";"HE01_03 = 2";0;"HE01_03";"2";0;"gbm";1
"regular misclass:no";"longstrDiff = -1";0,0018063764687416;"longstrDiff";"-1";1;"gbm";1
"regular misclass:no";"HE01_28_r = 4";-0,00293139575144197;"HE01_28_r";"4";-1;"gbm";1
"regular misclass:no";"HE01_13 = 4";-0,000148321563664733;"HE01_13";"4";-1;"gbm";1
"regular misclass:no";"longstr1 = 1";0;"longstr1";"1";0;"gbm";1
"regular misclass:no";"HE01_59_r = 3";0;"HE01_59_r";"3";0;"gbm";1
"regular misclass:no";"HE01_29 = 2";0,00229266285910323;"HE01_29";"2";1;"gbm";1
"regular misclass:no";"HE01_38 = 4";-0,00095739563730568;"HE01_38";"4";-1;"gbm";1
"regular misclass:no";"HE01_10_r = 2";0;"HE01_10_r";"2";0;"gbm";1
"regular misclass:no";"HE01_08 = 3";-0,00244910126421882;"HE01_08";"3";-1;"gbm";1
"regular misclass:no";"HE01_14_r = 3";-0,000189974992807929;"HE01_14_r";"3";-1;"gbm";1
"regular misclass:no";"age = 57";-0,000911806955300465;"age";"57";-1;"gbm";1
"regular misclass:no";"HE01_57_r = 5";0,00553329207679198;"HE01_57_r";"5";1;"gbm";1
"regular misclass:no";"HE01_56_r = 2";0,00883368520297245;"HE01_56_r";"2";1;"gbm";1
"regular misclass:no";"HE01_36 = 4";-0,00928032200193307;"HE01_36";"4";-1;"gbm";1
"regular misclass:no";"HE01_12_r = 2";-0,00111704090518094;"HE01_12_r";"2";-1;"gbm";1
"regular misclass:no";"HE01_02 = 4";0,00178197649262524;"HE01_02";"4";1;"gbm";1
"regular misclass:no";"longstr = 4";0,00114238152223978;"longstr";"4";1;"gbm";1
"regular misclass:no";"HE01_30_r = 5";0;"HE01_30_r";"5";0;"gbm";1
"regular misclass:no";"longstr6 = 2";0;"longstr6";"2";0;"gbm";1
"regular misclass:no";"time_p1 = 43530";0,0097181327860355;"time_p1";"43530";1;"gbm";1
"regular misclass:no";"res_u3poly = 0.2329";0,00112979932647217;"res_u3poly";"0.2329";1;"gbm";1
"regular misclass:no";"HE01_09_r = 5";-0,00162730042183179;"HE01_09_r";"5";-1;"gbm";1
"regular misclass:no";"HE01_40 = 2";0,000228717294632141;"HE01_40";"2";1;"gbm";1
"regular misclass:no";"HE01_23 = 3";0;"HE01_23";"3";0;"gbm";1
"regular misclass:no";"irvDiff = -0.1627";0,000826567705993209;"irvDiff";"-0.1627";1;"gbm";1
"regular misclass:no";"HE01_41_r = 2";0;"HE01_41_r";"2";0;"gbm";1
"regular misclass:no";"irvTotal = 1.358";-0,00564733199846523;"irvTotal";"1.358";-1;"gbm";1
"regular misclass:no";"HE01_27 = 4";0,00024067728792132;"HE01_27";"4";1;"gbm";1
"regular misclass:no";"HE01_18 = 3";-0,000793714045282501;"HE01_18";"3";-1;"gbm";1
"regular misclass:no";"HE01_54 = 5";-0,00209558106491836;"HE01_54";"5";-1;"gbm";1
"regular misclass:no";"HE01_47 = 4";-0,00307044437288828;"HE01_47";"4";-1;"gbm";1
"regular misclass:no";"HE01_58 = 1";0;"HE01_58";"1";0;"gbm";1
"regular misclass:no";"time_p6 = 35290";-0,0187323140702759;"time_p6";"35290";-1;"gbm";1
"regular misclass:no";"time_p3 = 31530";0,0195837834475308;"time_p3";"31530";1;"gbm";1
"regular misclass:no";"HE01_31_r = 1";0,00181775073888613;"HE01_31_r";"1";1;"gbm";1
"regular misclass:no";"time_p5 = 35540";0,0347424255213132;"time_p5";"35540";1;"gbm";1
"regular misclass:no";"HE01_32_r = 3";0,000674659155725954;"HE01_32_r";"3";1;"gbm";1
"regular misclass:no";"HE01_20_r = 1";0,0015419817145883;"HE01_20_r";"1";1;"gbm";1
"regular misclass:no";"HE01_33 = 5";0;"HE01_33";"5";0;"gbm";1
"regular misclass:no";"irv1 = 1.524";-0,00213580493835253;"irv1";"1.524";-1;"gbm";1
"regular misclass:no";"HE01_17 = 2";0,000408912350154833;"HE01_17";"2";1;"gbm";1
"regular misclass:no";"SO04 = 1";0;"SO04";"1";0;"gbm";1
"regular misclass:no";"HE01_43 = 3";-0,00266431160414493;"HE01_43";"3";-1;"gbm";1
"regular misclass:no";"HE01_35_r = 4";0;"HE01_35_r";"4";0;"gbm";1
"regular misclass:no";"HE01_44_r = 4";0,00677721173618773;"HE01_44_r";"4";1;"gbm";1
"regular misclass:no";"HE01_42_r = 3";0,000628539697605235;"HE01_42_r";"3";1;"gbm";1
"regular misclass:no";"HE01_25 = 1";0,0094547164932739;"HE01_25";"1";1;"gbm";1
"regular misclass:no";"res_psycsyn = -0.47";-0,0588927263907459;"res_psycsyn";"-0.47";-1;"gbm";1
"regular misclass:no";"HE01_46_r = 2";0,000102072056932134;"HE01_46_r";"2";1;"gbm";1
"regular misclass:no";"HE01_04 = 4";-0,000503745271722811;"HE01_04";"4";-1;"gbm";1
"regular misclass:no";"res_mahad = 63.97";0,00663569845736822;"res_mahad";"63.97";1;"gbm";1
"regular misclass:no";"SO06 = 6";-0,00464327570160161;"SO06";"6";-1;"gbm";1
"regular misclass:no";"HE01_15_r = 2";0,000509323869612888;"HE01_15_r";"2";1;"gbm";1
"regular misclass:no";"HE01_06 = 5";0;"HE01_06";"5";0;"gbm";1
"regular misclass:no";"HE01_21_r = 5";0,000599290977971845;"HE01_21_r";"5";1;"gbm";1
"regular misclass:no";"HE01_11 = 4";0,000330719428697335;"HE01_11";"4";1;"gbm";1
"regular misclass:no";"HE01_05 = 2";0;"HE01_05";"2";0;"gbm";1
"regular misclass:no";"HE01_22 = 3";0;"HE01_22";"3";0;"gbm";1
"regular misclass:no";"HE01_60_r = 5";-0,0138976126439324;"HE01_60_r";"5";-1;"gbm";1
"regular misclass:no";"HE01_50 = 1";0;"HE01_50";"1";0;"gbm";1
"regular misclass:no";"HE01_52_r = 2";0;"HE01_52_r";"2";0;"gbm";1
"regular misclass:no";"HE01_49_r = 1";0,000986772882132669;"HE01_49_r";"1";1;"gbm";1
"regular misclass:no";"HE01_45 = 5";0;"HE01_45";"5";0;"gbm";1
"regular misclass:no";"irv6 = 1.687";-0,0036837499638358;"irv6";"1.687";-1;"gbm";1
"regular misclass:no";"HE01_26_r = 4";-0,000713222913051648;"HE01_26_r";"4";-1;"gbm";1
"regular misclass:no";"HE01_34 = 3";-0,000146828258923537;"HE01_34";"3";-1;"gbm";1
"regular misclass:no";"time_p2 = 48220";-0,000629573039288456;"time_p2";"48220";-1;"gbm";1
"regular misclass:no";"avgstr = 1.25";-0,00659011422821759;"avgstr";"1.25";-1;"gbm";1
"regular misclass:no";"HE01_51 = 5";-0,00121863585419762;"HE01_51";"5";-1;"gbm";1
"regular misclass:no";"HE01_19_r = 3";0;"HE01_19_r";"3";0;"gbm";1
"regular misclass:no";"HE01_42_r = 3";0,000383397252936124;"HE01_42_r";"3";1;"gbm";2
"regular misclass:no";"HE01_15_r = 2";0,00049819390564898;"HE01_15_r";"2";1;"gbm";2
"regular misclass:no";"HE01_50 = 1";0,00103892405634121;"HE01_50";"1";1;"gbm";2
"regular misclass:no";"HE01_57_r = 5";0,0054596178027938;"HE01_57_r";"5";1;"gbm";2
"regular misclass:no";"HE01_10_r = 2";0;"HE01_10_r";"2";0;"gbm";2
"regular misclass:no";"HE01_19_r = 3";0;"HE01_19_r";"3";0;"gbm";2
"regular misclass:no";"irv6 = 1.687";-0,00221409826380981;"irv6";"1.687";-1;"gbm";2
"regular misclass:no";"HE01_43 = 3";-0,00372078693477385;"HE01_43";"3";-1;"gbm";2
"regular misclass:no";"HE01_24_r = 5";-0,000270720741020192;"HE01_24_r";"5";-1;"gbm";2
"regular misclass:no";"HE01_40 = 2";-1,58773210057195e-06;"HE01_40";"2";-1;"gbm";2
"regular misclass:no";"HE01_08 = 3";-0,00241090383299658;"HE01_08";"3";-1;"gbm";2
"regular misclass:no";"HE01_46_r = 2";0,000314297264954688;"HE01_46_r";"2";1;"gbm";2
"regular misclass:no";"avgstr = 1.25";-0,00391052227177713;"avgstr";"1.25";-1;"gbm";2
"regular misclass:no";"res_psycsyn = -0.47";-0,0493725481947647;"res_psycsyn";"-0.47";-1;"gbm";2
"regular misclass:no";"HE01_01_r = 1";0,000800647744300165;"HE01_01_r";"1";1;"gbm";2
"regular misclass:no";"HE01_11 = 4";0,000247255540991254;"HE01_11";"4";1;"gbm";2
"regular misclass:no";"HE01_38 = 4";-0,00147113823681022;"HE01_38";"4";-1;"gbm";2
"regular misclass:no";"time_p4 = 38510";0,0139037952439017;"time_p4";"38510";1;"gbm";2
"regular misclass:no";"time_p6 = 35290";-0,0200820773828821;"time_p6";"35290";-1;"gbm";2
"regular misclass:no";"HE01_32_r = 3";0,00118901536527838;"HE01_32_r";"3";1;"gbm";2
"regular misclass:no";"SO04 = 1";0;"SO04";"1";0;"gbm";2
"regular misclass:no";"HE01_54 = 5";-0,00102123294486917;"HE01_54";"5";-1;"gbm";2
"regular misclass:no";"HE01_28_r = 4";-0,00450346671875756;"HE01_28_r";"4";-1;"gbm";2
"regular misclass:no";"HE01_53_r = 3";0;"HE01_53_r";"3";0;"gbm";2
"regular misclass:no";"HE01_22 = 3";0,000263412617826753;"HE01_22";"3";1;"gbm";2
"regular misclass:no";"HE01_44_r = 4";0,00356855859793687;"HE01_44_r";"4";1;"gbm";2
"regular misclass:no";"HE01_33 = 5";0;"HE01_33";"5";0;"gbm";2
"regular misclass:no";"HE01_39 = 3";0;"HE01_39";"3";0;"gbm";2
"regular misclass:no";"HE01_21_r = 5";0,000512383692185481;"HE01_21_r";"5";1;"gbm";2
"regular misclass:no";"irvDiff = -0.1627";0,000199644208527638;"irvDiff";"-0.1627";1;"gbm";2
"regular misclass:no";"HE01_05 = 2";0;"HE01_05";"2";0;"gbm";2
"regular misclass:no";"HE01_18 = 3";-0,00113172058163158;"HE01_18";"3";-1;"gbm";2
"regular misclass:no";"HE01_25 = 1";0,0093612123858659;"HE01_25";"1";1;"gbm";2
"regular misclass:no";"HE01_16 = 2";0,000307263556347914;"HE01_16";"2";1;"gbm";2
"regular misclass:no";"irvTotal = 1.358";-0,00498805394010848;"irvTotal";"1.358";-1;"gbm";2
"regular misclass:no";"sex = 1";0;"sex";"1";0;"gbm";2
"regular misclass:no";"HE01_09_r = 5";-0,00198840115251642;"HE01_09_r";"5";-1;"gbm";2
"regular misclass:no";"HE01_02 = 4";0,00197115359775812;"HE01_02";"4";1;"gbm";2
"regular misclass:no";"HE01_41_r = 2";0;"HE01_41_r";"2";0;"gbm";2
"regular misclass:no";"HE01_47 = 4";-0,00298029105324482;"HE01_47";"4";-1;"gbm";2
"regular misclass:no";"HE01_45 = 5";0;"HE01_45";"5";0;"gbm";2
"regular misclass:no";"HE01_03 = 2";0;"HE01_03";"2";0;"gbm";2
"regular misclass:no";"res_u3poly = 0.2329";0,00325729456118196;"res_u3poly";"0.2329";1;"gbm";2
"regular misclass:no";"HE01_51 = 5";-0,00110574441597872;"HE01_51";"5";-1;"gbm";2
"regular misclass:no";"longstr1 = 1";0,000385170938148605;"longstr1";"1";1;"gbm";2
"regular misclass:no";"HE01_13 = 4";-0,00015518418586391;"HE01_13";"4";-1;"gbm";2
"regular misclass:no";"longstrDiff = -1";0,00212328772225834;"longstrDiff";"-1";1;"gbm";2
"regular misclass:no";"HE01_26_r = 4";-0,000684145122091584;"HE01_26_r";"4";-1;"gbm";2
"regular misclass:no";"HE01_58 = 1";-0,000200433726622706;"HE01_58";"1";-1;"gbm";2
"regular misclass:no";"HE01_04 = 4";-0,000478525721475054;"HE01_04";"4";-1;"gbm";2
"regular misclass:no";"HE01_14_r = 3";-0,000192239749452983;"HE01_14_r";"3";-1;"gbm";2
"regular misclass:no";"longstr6 = 2";0;"longstr6";"2";0;"gbm";2
"regular misclass:no";"res_mahad = 63.97";0,00631946078002943;"res_mahad";"63.97";1;"gbm";2
"regular misclass:no";"time_p3 = 31530";0,0197980789223672;"time_p3";"31530";1;"gbm";2
"regular misclass:no";"HE01_52_r = 2";0,00116602082100298;"HE01_52_r";"2";1;"gbm";2
"regular misclass:no";"HE01_30_r = 5";0;"HE01_30_r";"5";0;"gbm";2
"regular misclass:no";"HE01_07 = 1";0,00269558200580849;"HE01_07";"1";1;"gbm";2
"regular misclass:no";"HE01_56_r = 2";0,00898317986452041;"HE01_56_r";"2";1;"gbm";2
"regular misclass:no";"time_p1 = 43530";0,00873930680220969;"time_p1";"43530";1;"gbm";2
"regular misclass:no";"time_p2 = 48220";-0,00146135395317554;"time_p2";"48220";-1;"gbm";2
"regular misclass:no";"HE01_37 = 3";0;"HE01_37";"3";0;"gbm";2
"regular misclass:no";"HE01_60_r = 5";-0,0141782067069799;"HE01_60_r";"5";-1;"gbm";2
"regular misclass:no";"SO06 = 6";-0,0039429963598504;"SO06";"6";-1;"gbm";2
"regular misclass:no";"HE01_12_r = 2";-0,000563206525626081;"HE01_12_r";"2";-1;"gbm";2
"regular misclass:no";"HE01_35_r = 4";0;"HE01_35_r";"4";0;"gbm";2
"regular misclass:no";"HE01_23 = 3";0;"HE01_23";"3";0;"gbm";2
"regular misclass:no";"HE01_59_r = 3";0;"HE01_59_r";"3";0;"gbm";2
"regular misclass:no";"HE01_31_r = 1";0,00258805845714732;"HE01_31_r";"1";1;"gbm";2
"regular misclass:no";"HE01_27 = 4";0,000247412901477728;"HE01_27";"4";1;"gbm";2
"regular misclass:no";"time_p5 = 35540";0,0301457017160634;"time_p5";"35540";1;"gbm";2
"regular misclass:no";"HE01_29 = 2";0,00263387854706654;"HE01_29";"2";1;"gbm";2
"regular misclass:no";"HE01_48_r = 5";0;"HE01_48_r";"5";0;"gbm";2
"regular misclass:no";"HE01_17 = 2";0,000208924279384126;"HE01_17";"2";1;"gbm";2
"regular misclass:no";"age = 57";-0,00135509392170818;"age";"57";-1;"gbm";2
"regular misclass:no";"HE01_55_r = 1";0;"HE01_55_r";"1";0;"gbm";2
"regular misclass:no";"HE01_36 = 4";-0,0102820314980879;"HE01_36";"4";-1;"gbm";2
"regular misclass:no";"HE01_06 = 5";0,00105168970611125;"HE01_06";"5";1;"gbm";2
"regular misclass:no";"HE01_20_r = 1";0,000516904931349926;"HE01_20_r";"1";1;"gbm";2
"regular misclass:no";"irv1 = 1.524";-0,00368145072437553;"irv1";"1.524";-1;"gbm";2
"regular misclass:no";"longstr = 4";0,000658913313237308;"longstr";"4";1;"gbm";2
"regular misclass:no";"res_evenodd = 0.9809";-0,0227087125457894;"res_evenodd";"0.9809";-1;"gbm";2
"regular misclass:no";"HE01_49_r = 1";0,000985715722354341;"HE01_49_r";"1";1;"gbm";2
"regular misclass:no";"HE01_34 = 3";-0,000146704199011471;"HE01_34";"3";-1;"gbm";2
"regular misclass:no";"HE01_35_r = 4";0;"HE01_35_r";"4";0;"gbm";3
"regular misclass:no";"HE01_34 = 3";-0,000127090536002239;"HE01_34";"3";-1;"gbm";3
"regular misclass:no";"HE01_27 = 4";0,000115224640767853;"HE01_27";"4";1;"gbm";3
"regular misclass:no";"HE01_22 = 3";0,000260086802627901;"HE01_22";"3";1;"gbm";3
"regular misclass:no";"HE01_18 = 3";-0,000774484546420595;"HE01_18";"3";-1;"gbm";3
"regular misclass:no";"HE01_12_r = 2";-0,00109928074353816;"HE01_12_r";"2";-1;"gbm";3
"regular misclass:no";"time_p6 = 35290";-0,0161798330956988;"time_p6";"35290";-1;"gbm";3
"regular misclass:no";"HE01_45 = 5";0;"HE01_45";"5";0;"gbm";3
"regular misclass:no";"longstr6 = 2";0;"longstr6";"2";0;"gbm";3
"regular misclass:no";"HE01_59_r = 3";0;"HE01_59_r";"3";0;"gbm";3
"regular misclass:no";"HE01_19_r = 3";0;"HE01_19_r";"3";0;"gbm";3
"regular misclass:no";"HE01_16 = 2";5,7752222244023e-05;"HE01_16";"2";1;"gbm";3
"regular misclass:no";"irv1 = 1.524";-0,0049316058334013;"irv1";"1.524";-1;"gbm";3
"regular misclass:no";"HE01_58 = 1";-0,000198569653238057;"HE01_58";"1";-1;"gbm";3
"regular misclass:no";"HE01_48_r = 5";0;"HE01_48_r";"5";0;"gbm";3
"regular misclass:no";"HE01_23 = 3";-0,000153067035911503;"HE01_23";"3";-1;"gbm";3
"regular misclass:no";"HE01_39 = 3";0;"HE01_39";"3";0;"gbm";3
"regular misclass:no";"age = 57";-0,000948116270875821;"age";"57";-1;"gbm";3
"regular misclass:no";"HE01_47 = 4";-0,00274373588800947;"HE01_47";"4";-1;"gbm";3
"regular misclass:no";"time_p5 = 35540";0,031748814444866;"time_p5";"35540";1;"gbm";3
"regular misclass:no";"HE01_10_r = 2";0;"HE01_10_r";"2";0;"gbm";3
"regular misclass:no";"res_u3poly = 0.2329";0,0012062469175127;"res_u3poly";"0.2329";1;"gbm";3
"regular misclass:no";"longstr = 4";0,000910442287776925;"longstr";"4";1;"gbm";3
"regular misclass:no";"irvDiff = -0.1627";0,000171041206418199;"irvDiff";"-0.1627";1;"gbm";3
"regular misclass:no";"HE01_31_r = 1";0,00179778456271429;"HE01_31_r";"1";1;"gbm";3
"regular misclass:no";"time_p2 = 48220";-0,000290364997814985;"time_p2";"48220";-1;"gbm";3
"regular misclass:no";"HE01_25 = 1";0,00846764898466623;"HE01_25";"1";1;"gbm";3
"regular misclass:no";"HE01_08 = 3";-0,00230915161008882;"HE01_08";"3";-1;"gbm";3
"regular misclass:no";"time_p3 = 31530";0,0203705433110946;"time_p3";"31530";1;"gbm";3
"regular misclass:no";"HE01_56_r = 2";0,0099031515460325;"HE01_56_r";"2";1;"gbm";3
"regular misclass:no";"HE01_52_r = 2";0;"HE01_52_r";"2";0;"gbm";3
"regular misclass:no";"HE01_33 = 5";0;"HE01_33";"5";0;"gbm";3
"regular misclass:no";"HE01_43 = 3";-0,002337252635361;"HE01_43";"3";-1;"gbm";3
"regular misclass:no";"res_psycsyn = -0.47";-0,0574366005024057;"res_psycsyn";"-0.47";-1;"gbm";3
"regular misclass:no";"HE01_13 = 4";-0,000155773189101927;"HE01_13";"4";-1;"gbm";3
"regular misclass:no";"time_p1 = 43530";0,0113662776716588;"time_p1";"43530";1;"gbm";3
"regular misclass:no";"HE01_40 = 2";0,000516586173154421;"HE01_40";"2";1;"gbm";3
"regular misclass:no";"HE01_06 = 5";0,00103798338106698;"HE01_06";"5";1;"gbm";3
"regular misclass:no";"HE01_49_r = 1";0,000654671240366889;"HE01_49_r";"1";1;"gbm";3
"regular misclass:no";"HE01_11 = 4";0,000325740638541738;"HE01_11";"4";1;"gbm";3
"regular misclass:no";"HE01_60_r = 5";-0,0138758709721997;"HE01_60_r";"5";-1;"gbm";3
