Careless;HE01_01_r;HE01_09_r;HE01_10_r;HE01_12_r;HE01_14_r;HE01_15_r;HE01_19_r;HE01_20_r;HE01_21_r;HE01_24_r;HE01_26_r;HE01_28_r;HE01_30_r;HE01_31_r;HE01_32_r;HE01_35_r;HE01_41_r;HE01_42_r;HE01_44_r;HE01_46_r;HE01_48_r;HE01_49_r;HE01_52_r;HE01_53_r;HE01_55_r;HE01_56_r;HE01_57_r;HE01_59_r;HE01_60_r;HE01_02;HE01_03;HE01_04;HE01_05;HE01_06;HE01_07;HE01_08;HE01_11;HE01_13;HE01_16;HE01_17;HE01_18;HE01_22;HE01_23;HE01_25;HE01_27;HE01_29;HE01_33;HE01_34;HE01_36;HE01_37;HE01_38;HE01_39;HE01_40;HE01_43;HE01_45;HE01_47;HE01_50;HE01_51;HE01_54;HE01_58;time_p1;time_p2;time_p3;time_p4;time_p5;time_p6;sex;age;SO04;SO06;longstr;avgstr;longstr1;longstr6;longstrDiff;irvTotal;irv1;irv6;irvDiff;res_mahad;res_psycsyn;res_evenodd;res_u3poly
0;2;5;5;5;3;5;3;1;5;5;5;5;5;2;5;2;1;5;5;5;2;1;5;2;5;1;5;5;5;5;5;4;3;3;4;5;1;3;5;3;4;5;5;1;5;3;1;5;5;5;5;4;5;5;5;5;4;4;5;4;58378,89;68050;60865,75;48185;57543,72;51911,43;1;26;1;3;4;1,33333333333333;2;2;0;1,71895382715389;1,50923085635624;1,82878222991269;-0,319551373556458;87,8196332933323;-0,73884233162571;0,864002432895546;0,4262
1;5;4;3;5;5;4;3;4;5;3;1;4;5;5;3;4;4;4;4;3;4;5;3;3;5;2;4;5;4;3;4;4;2;5;5;3;5;5;5;4;4;4;4;5;4;2;4;3;5;4;5;2;2;4;4;4;5;4;4;2;64075,56;55474,44;55595;47476,25;49760;77602,22;1;32;1;3;4;1,25;2;2;0;1,34657968058269;1,31656117720877;1,17378779077727;0,142773386431499;47,8052876236479;-0,221371618535465;0,558742531141409;0,1699
1;5;5;3;5;3;3;5;3;5;5;2;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;1;5;2;2;5;5;3;3;3;5;4;5;3;3;3;5;5;4;3;3;3;4;5;5;4;3;3;5;3;5;4;3;3;4;46637,14;34708,89;28405,56;26870;15230;14151,43;1;39;1;3;7;1,76470588235294;3;6;-3;1,16577851585222;1,52388392675499;1,03279555898864;0,49108836776635;68,1565698073593;0,105832591478696;-1;0,2067
0;4;1;2;2;4;1;3;2;4;4;4;3;4;3;4;5;2;4;5;4;5;2;3;4;5;3;2;2;5;3;2;2;4;2;4;3;4;5;3;1;3;3;4;3;2;2;3;3;2;4;3;3;4;4;5;3;2;3;2;1;46840;50601,11;53005,56;49204;36745,56;48330;1;18;1;6;3;1,22448979591837;2;2;0;1,12244688321974;1,10050493461461;1,17378779077727;-0,0732828561626555;78,4832053393497;-0,385618852704394;0,017293964115306;0,1654
1;1;2;5;4;4;1;3;4;4;4;5;4;4;2;5;4;4;2;5;4;4;5;2;3;4;5;2;4;5;5;2;4;2;4;1;4;5;1;4;4;2;3;4;1;3;1;3;4;3;3;4;2;4;4;2;5;5;2;2;4;24402,86;37865,56;25405;40695,56;26448,33;35514;1;22;1;3;2;1,2;2;2;0;1,3066539835658;1,54919333848297;1,17851130197758;0,370682036505388;66,54877409894;-0,216005785786103;0,938963797942497;0,2279
1;4;1;5;2;3;2;3;2;4;3;3;2;5;4;4;5;2;3;4;4;4;3;2;3;4;3;4;4;5;4;2;1;3;2;4;3;5;4;4;5;2;2;3;2;2;3;3;3;3;2;1;3;2;3;3;3;3;1;3;2;30785,56;27663,33;29133;20584;8269;14441,11;2;38;1;1;3;1,22448979591837;1;3;-2;1,04300196900324;1,33749350984926;0,948683298050514;0,388810211798745;73,717479433341;-0,443771664260079;4,90485017277609e-16;0,1631
0;5;1;4;5;4;1;4;4;2;1;5;4;4;4;2;5;3;5;5;3;1;1;3;2;4;4;1;2;3;5;1;3;1;1;5;2;5;2;2;5;1;3;1;2;1;5;1;1;1;1;4;1;2;3;1;2;3;1;1;1;21214;48056,56;33501;13913,33;42708,39;34682,86;2;30;1;1;5;1,25;2;2;0;1,50141176501838;1,7763883459299;1,42984070596848;0,346547639961416;112,163351879358;-0,20971978408574;0,657432939914548;0,3877
0;4;3;1;3;2;5;2;2;5;4;4;3;3;3;2;4;2;5;5;2;4;4;3;2;4;2;5;3;3;4;4;3;2;5;3;4;4;5;2;2;3;3;4;2;3;4;4;1;4;5;2;2;2;5;4;3;1;4;5;1;43001;36576;33690;34771,25;36982;41107;2;23;1;1;3;1,30434782608696;2;2;0;1,22128023963741;1,08012344973464;1,33333333333333;-0,25320988359869;61,2536727193196;-0,310588457339287;0,724374816628982;0,1975
0;4;3;3;4;5;3;3;4;5;4;4;2;4;3;5;5;4;3;4;2;5;4;1;3;4;3;3;3;5;4;3;3;2;4;5;5;5;4;4;3;3;3;3;5;3;3;5;2;4;3;5;3;1;3;4;3;5;3;2;2;49793,33;57572;54198,6;47213,71;50710;54688,75;1;25;1;1;3;1,2;2;2;0;1,17699224061303;1,07496769977314;1,05934990547138;0,0156177943017597;52,8803114749032;-0,456932262251064;0,870948739189055;0,1554
1;5;2;4;5;4;2;4;2;2;5;4;3;4;4;5;2;1;2;4;3;5;4;5;1;5;3;4;4;5;1;2;4;1;2;5;4;1;4;2;2;3;4;4;4;3;1;2;2;5;5;4;1;2;5;2;4;4;2;4;4;53454;46132;51799;44826;36591;44150;1;55;1;1;4;1,25;2;1;1;1,35129149355902;1,50554530541816;1,43372087784044;0,0718244275777242;58,2930831551781;-0,587960151658863;0,977947884616352;0,2167
0;2;3;4;2;4;4;3;4;4;4;4;3;4;4;3;4;3;3;3;3;4;2;2;3;4;3;4;4;3;4;2;3;2;3;4;4;4;4;3;2;3;3;2;3;3;4;4;4;3;4;4;2;2;4;3;4;4;3;4;3;65995;61303;50044;63548,75;56793;81622,5;1;46;1;6;3;1,3953488372093;2;1;1;0,801834055841572;0,875595035770913;0,737864787372622;0,137730248398291;26,0404168158614;-0,405906348054939;0,318313742898867;0,0429
1;2;5;4;2;4;4;4;1;5;5;4;4;2;4;3;3;3;2;4;3;4;2;5;4;4;3;4;2;1;3;3;3;2;1;2;2;4;4;3;3;2;3;1;1;2;2;4;3;4;4;4;2;2;4;3;3;1;3;2;2;60947,78;56763,33;43531,25;46008,75;52827,5;55975,71;1;31;1;3;4;1,62162162162162;3;3;0;1,07079884641866;0,948683298050514;1,17378779077727;-0,225104492726754;64,6579692457024;-0,139754248593737;0,581071386977727;0,1552
0;3;5;5;1;5;2;4;5;5;5;5;5;5;4;5;3;1;1;5;4;4;1;5;2;2;4;2;5;1;5;2;5;1;2;4;4;1;2;4;4;2;5;2;5;1;1;1;3;5;2;5;3;2;2;4;4;5;5;4;2;29888;42935,56;26114,44;40427,5;31659;47114,44;1;25;1;3;5;1,42857142857143;2;3;-1;1,57406595027629;1,61932770686548;1,54919333848297;0,0701343683825157;104,867104648858;-0,525858039269732;0,605974322471993;0,3353
1;2;5;2;3;3;4;2;5;5;3;3;2;4;2;2;4;4;5;2;2;4;2;2;4;4;2;3;4;4;5;4;4;4;4;5;2;5;2;5;4;5;3;4;2;4;4;4;4;4;2;2;3;1;4;4;5;1;4;4;2;67731;57390,65;58794,44;61641,33;43693,33;45130;1;26;1;3;4;1,36363636363636;4;3;1;1,21420500135304;1,25166555703457;0,994428926011753;0,257236631022819;61,5090213001358;-0,464326215038939;0,796600343976178;0,242
0;1;5;2;5;3;2;4;5;5;4;5;2;3;5;4;4;1;5;5;1;5;5;4;1;4;4;4;3;4;5;5;4;1;2;4;4;4;2;1;1;4;2;2;1;2;5;4;2;4;4;5;4;1;4;5;2;4;5;4;1;55380;43548;34982,22;45961;31026;45635,56;1;28;1;3;3;1,33333333333333;3;3;0;1,49679506954893;1,58113883008419;1,3984117975602;0,182727032523988;73,193815127673;-0,353451133645193;0,699641973078019;0,3036
0;2;1;1;1;5;2;4;3;3;3;2;3;4;3;4;5;4;3;5;2;3;2;4;4;5;3;3;4;2;4;1;4;1;5;1;3;4;4;3;5;3;5;3;2;2;3;3;4;3;3;4;2;3;4;4;4;3;4;4;1;45701;57848;27914,29;46310;44160;50286;2;31;1;6;3;1,2;2;2;0;1,185005184856;1,70293863659264;1,17378779077727;0,529150845815373;76,9961496844025;-0,23460152395883;-0,515135235741171;0,1751
0;2;4;4;4;3;3;3;4;4;4;2;4;2;2;4;4;4;2;3;4;2;2;2;5;4;4;4;5;5;2;3;2;3;2;2;5;5;4;3;5;2;5;4;4;3;3;4;4;5;3;2;3;3;4;4;5;5;4;2;4;52538,12;60214,3;40556,25;40036,25;29206,67;29832;1;21;1;1;4;1,36363636363636;2;4;-2;1,14783018094742;1,05934990547138;1,25166555703457;-0,192315651563192;67,1920161424589;-0,17720827629298;0,867154328729325;0,2111
1;1;1;2;2;4;2;4;4;5;1;5;2;2;4;1;5;4;4;4;1;5;4;3;3;2;2;5;5;2;4;2;3;4;4;1;5;5;4;4;2;2;3;5;2;1;2;4;1;3;5;5;4;2;5;4;5;5;2;2;1;61329,25;31110;27433,33;28145;25450;28544;1;23;1;1;4;1,42857142857143;2;3;-1;1,44621071207788;1,33749350984926;1,26929551764398;0,068197992205274;95,2457668653342;-0,661736343726399;0,686375322235033;0,3072
0;4;2;2;2;5;2;4;5;4;4;5;2;2;3;5;4;2;2;4;1;4;4;2;5;5;4;2;4;2;4;2;3;2;4;5;4;2;4;4;1;4;4;3;5;2;2;2;2;4;5;4;2;1;5;4;4;5;2;4;1;46475;43670;35681;41808;40922;42342;1;26;1;1;3;1,15384615384615;3;1;2;1,31441379170306;1,07496769977314;1,35400640077266;-0,27903870099952;80,4532656481397;-0,202220522491075;0,867944207962511;0,2082
1;4;3;2;4;3;5;4;2;4;2;3;1;3;3;3;4;3;3;4;1;4;3;2;3;4;3;5;3;3;2;3;4;2;3;2;4;2;4;4;2;3;3;2;2;3;3;4;2;3;3;4;2;3;4;3;1;4;2;4;3;19563;17719;20628,89;14566;19476;14197;1;24;1;1;4;1,25;2;3;-1;0,922260793784173;0,875595035770913;0,918936583472681;-0,0433415477017683;66,5420661574131;0,167495859181333;0,189520084630657;0,1349
0;4;4;3;4;2;2;4;2;2;4;1;3;5;4;4;1;4;4;2;2;4;3;1;4;4;3;2;5;4;4;2;4;4;2;5;4;4;4;5;5;3;2;3;4;2;4;3;3;4;2;2;3;4;4;2;5;1;2;4;3;88140,71;91465,31;60772,5;64182,69;44631,11;61402,5;1;25;1;1;3;1,2;2;1;1;1,16007013230425;1,13529242439509;1,22927259430572;-0,0939801699106249;71,9046829797041;-0,0954637782446794;0,90463872442017;0,2223
0;2;4;1;5;4;1;1;2;4;5;4;3;4;3;5;4;2;5;4;2;5;4;2;3;3;3;5;4;5;4;3;2;3;4;2;2;5;4;5;2;5;2;3;1;4;2;4;1;5;4;5;4;3;4;5;3;3;4;4;1;88075;78517;78568,61;71300,89;67209;78773,75;2;28;1;3;3;1,25;3;2;1;1,33995530745943;1,10050493461461;1,26491106406735;-0,16440612945274;62,8554284220153;-0,364060512209748;0,957136221802557;0,2335
1;2;4;4;4;4;1;2;2;5;3;2;3;4;3;4;2;2;2;2;4;3;4;4;3;4;2;4;4;4;4;2;3;2;2;4;4;2;4;5;5;4;4;4;4;1;2;4;3;4;4;4;4;2;4;4;4;1;4;4;4;70914,44;72509;61992,28;57147,78;51322;75082,5;2;26;1;1;5;1,57894736842105;2;2;0;1,08651206830678;0,994428926011753;0,994428926011753;0;61,9284129392592;-0,172269746428;-0,113629421668048;0,1366
1;2;4;4;5;4;4;4;4;4;5;5;3;4;4;5;4;3;4;5;2;5;2;2;4;1;3;4;4;5;5;2;3;4;3;4;4;4;1;5;4;3;4;5;1;2;4;4;3;4;2;4;4;3;4;2;4;4;4;4;4;70785,89;63853,33;51576,25;55075,56;67423,56;78447,78;1;23;1;1;4;1,33333333333333;2;2;0;1,23633776673138;1,05934990547138;1,28668393770792;-0,227334032236539;50,2491704424377;-0,123322046220539;0,913791330820224;0,1577
0;4;4;2;5;3;4;3;3;5;5;4;3;4;3;2;2;4;3;3;1;4;5;2;2;3;4;3;2;5;3;2;2;3;4;4;2;4;2;4;3;4;2;2;4;3;4;4;3;4;2;3;2;4;4;4;2;1;3;4;1;50080;43308,75;40285,71;37222,5;41232;46708,89;1;27;2;1;3;1,27659574468085;2;3;-1;1,06032720672005;0,918936583472681;1,19721899973786;-0,278282416265183;62,1849049061145;-0,133398004649765;0,788909865291293;0,1711
1;1;1;4;5;3;2;5;5;3;5;5;2;5;4;4;1;4;5;5;1;4;5;2;3;1;4;3;5;5;4;1;3;4;2;1;3;4;2;4;4;4;2;5;4;3;2;3;2;4;2;4;2;2;5;2;5;5;1;5;2;33460;43950;32130;44371,92;27250;37491;1;20;1;1;4;1,2;1;2;-1;1,43562423675297;1,49071198499986;1,56702123647242;-0,0763092514725614;93,9627030665117;-0,33330402415071;0,93802638838848;0,3051
1;4;4;4;2;3;4;3;4;5;2;3;4;2;2;4;4;3;2;3;4;2;5;4;2;3;2;2;3;4;4;2;3;2;4;5;3;5;4;4;2;3;4;3;2;3;4;3;3;4;4;5;4;4;2;2;3;4;3;4;4;21841;13612,22;12408,75;20892,22;18260;17055,56;1;22;1;1;3;1,27659574468085;2;3;-1;0,993054979389558;1,10050493461461;0,823272602348565;0,277232332266047;58,3599766574282;0,0240087215517891;-0,58545207332526;0,1442
0;3;4;4;1;4;3;2;3;5;5;4;4;3;1;5;3;3;4;3;4;5;4;5;4;4;3;4;4;4;4;2;4;2;4;4;5;4;5;5;3;3;5;3;1;2;3;4;3;5;4;4;4;4;4;4;3;3;2;5;2;57377;83685,28;53934,44;53043,33;53036,45;50131,25;1;28;1;1;4;1,33333333333333;2;4;-2;1,21420500135304;1,13529242439509;1,05934990547138;0,0759425189237133;54,1408684595704;-0,287727593374292;-0,103893771849787;0,1297
1;1;3;4;4;3;2;3;3;4;4;3;3;4;2;2;4;4;4;4;2;3;1;2;4;2;3;2;4;2;2;3;3;4;2;3;4;5;2;3;5;3;4;3;2;2;2;2;3;3;3;3;2;2;3;2;5;3;2;4;4;70859,4;83568,95;57257,75;53147,78;49563,75;65008;1;20;1;1;4;1,33333333333333;2;2;0;0,965360504658649;0,994428926011753;0,948683298050514;0,0457456279612395;48,1598286332673;-0,424272591439067;0,882837891197108;0,1259
0;2;2;3;2;4;2;4;5;4;4;4;4;3;2;4;5;3;2;4;4;2;3;3;4;2;4;2;4;2;5;1;2;4;2;2;3;5;4;3;2;3;3;1;1;2;4;2;2;4;4;3;2;3;2;2;4;3;2;2;3;90983;61102,5;45542,86;63020,17;81980,25;75666,22;1;21;1;1;4;1,30434782608696;2;2;0;1,04746128388735;1,24721912892465;0,918936583472681;0,328282545451966;55,8713336981924;-0,383885947974957;0,794546163664621;0,1663
1;3;3;2;2;2;3;2;3;1;3;4;4;2;2;3;2;1;3;3;3;3;2;2;5;2;2;3;3;1;4;2;4;3;4;4;3;3;2;2;5;1;3;3;4;2;4;2;3;3;3;3;3;3;3;5;2;3;5;5;3;32769,6;16537,78;12711;7713;11183;13497,78;1;43;1;3;5;1,3953488372093;2;3;-1;0,965360504658649;0,699205898780101;1,25166555703457;-0,552459658254472;90,4149290458446;-0,0539216118172765;-1;0,1887
0;5;2;3;4;4;5;3;2;5;5;4;4;3;2;4;4;4;2;4;4;5;4;5;4;2;4;4;5;5;4;2;5;1;3;2;4;4;4;5;4;3;4;4;4;3;4;4;4;3;4;4;4;4;4;2;5;2;4;4;4;57895,56;78920;40851,11;55103;51147,14;64901,57;1;23;1;1;4;1,30434782608696;2;2;0;1,22532135759503;1,3703203194063;1,35400640077266;0,0163139186336376;51,6960640774692;0,0138384833927058;0,0312345105927882;0,1498
1;2;3;2;3;3;4;3;3;3;2;4;3;1;1;2;5;2;2;4;2;5;2;2;3;1;1;3;4;3;4;3;2;1;2;2;4;4;2;3;4;5;3;4;2;4;3;3;2;2;3;4;5;4;2;4;5;3;4;3;2;15163;10497;11979;10187;11251,11;10342;1;27;1;1;4;1,42857142857143;2;2;0;1,07933857126132;1,10050493461461;1,07496769977314;0,025537234841472;63,3414779958183;-0,172395706791903;0,864194634685918;0,2093
0;4;3;3;2;4;3;3;2;3;3;1;3;3;4;2;3;2;5;2;3;3;3;2;1;4;1;3;4;2;4;2;3;2;4;5;4;3;4;3;3;4;2;4;5;1;2;1;4;5;3;4;3;4;3;2;4;4;2;3;3;82328,6;61784;62226;61995,06;52921,44;88250,78;1;46;1;1;3;1,17647058823529;2;2;0;1,02662300883035;1,03279555898864;1,15950180872841;-0,126706249739761;63,0359726738793;0,271756640199459;0,304089643007995;0,1634
0;4;2;5;4;4;3;2;3;5;5;5;4;4;4;5;3;2;2;4;4;5;3;5;2;4;3;2;5;5;4;2;5;1;2;4;5;1;4;5;4;4;5;4;2;2;4;2;4;5;4;5;2;4;4;3;3;4;1;5;4;97498,6;86545,17;83327,94;79370;81156,56;93139,94;1;41;1;3;4;1,22448979591837;1;2;-1;1,36170381806603;1,56347191994114;1,57762127549323;-0,0141493555520877;47,6067376180494;-0,544199759929067;0,836629290663199;0,1799
1;2;4;4;4;3;4;3;3;4;5;4;3;3;2;3;3;3;4;3;3;4;5;4;3;4;3;3;5;5;4;3;4;2;5;4;4;2;5;5;4;4;3;4;2;3;3;4;4;4;4;3;3;3;5;4;3;2;4;5;3;50100;34562;33384,44;35071,25;31618,57;55092,1;1;31;1;1;4;1,5;2;3;-1;1,04840476075459;1,07496769977314;1,25166555703457;-0,176697857261433;41,9225812986977;-0,23009785184773;0,248664089657532;0,1091
0;2;5;2;1;2;1;3;2;5;4;2;1;2;2;2;5;3;1;2;4;2;1;1;5;4;2;2;5;1;3;2;4;3;3;1;2;4;4;3;2;1;4;5;1;2;2;4;3;1;4;4;4;1;4;2;4;1;3;2;3;90326,5;71112;70448,61;65372,95;67449,55;99387,94;1;24;1;3;4;1,30434782608696;2;2;0;1,34919938595111;1,15950180872841;1,49071198499986;-0,331210176271454;78,8958723805399;-0,271216311940965;0,687368646093104;0,2687
1;3;4;3;3;4;3;3;2;5;2;5;2;3;4;3;3;3;5;3;3;1;2;2;3;5;3;3;5;2;4;3;3;1;4;4;5;2;5;2;5;2;5;5;2;3;4;4;2;5;5;4;4;3;5;2;4;3;4;4;2;31803,33;26220;15253,33;21801,25;20667,14;31987,78;1;24;1;1;2;1,17647058823529;2;2;0;1,19035673331249;1,13529242439509;1,19721899973786;-0,0619265753427714;81,9020281943221;-0,064390928291116;-0,0765763825886541;0,1912
1;3;2;4;5;1;4;3;3;3;3;4;3;3;2;3;4;4;3;3;3;1;3;4;3;3;3;3;3;3;1;3;5;4;3;2;3;3;3;2;3;2;2;3;2;4;1;2;5;3;4;2;3;2;4;2;4;5;1;5;4;11944,44;6337;7768,89;8293,75;7194,44;8640;1;21;1;1;3;1,17647058823529;1;3;-2;1,03211154304568;1,15470053837925;1,05409255338946;0,100607984989792;86,3200715294829;-0,00979921335072704;-0,788788505379605;0,2167
0;4;3;3;5;2;4;1;3;5;5;4;4;5;3;4;4;2;5;4;4;4;4;4;3;3;4;5;5;5;5;2;4;2;5;4;4;2;3;3;5;4;4;4;3;2;2;4;4;5;5;4;2;2;4;3;5;3;4;5;3;48035;51007;40544;42135;41457;45723;1;59;1;6;4;1,22448979591837;2;2;0;1,27159315527506;1,17378779077727;1,35400640077266;-0,180218609995393;43,4113214138337;-0,324236066536524;0,781701759818462;0,1339
0;4;2;2;4;5;1;2;4;4;5;1;1;5;3;3;4;3;4;4;1;5;5;1;5;4;4;2;3;4;2;2;3;1;4;3;2;5;5;1;2;5;2;4;4;2;2;4;1;4;5;4;2;1;5;5;3;3;3;5;1;69921,19;74382,5;59167,78;78586,94;52747,87;74070;1;32;1;1;3;1,2;3;2;1;1,4225782275711;1,05934990547138;1,47572957474524;-0,416379669273863;67,4476381909497;-0,429537905409574;0,973195040021085;0,2802
1;4;3;5;5;5;3;4;3;4;5;4;5;5;5;5;2;2;5;4;5;5;2;5;3;3;3;3;5;2;4;2;5;1;3;2;4;1;5;5;3;5;5;5;3;4;1;3;4;5;5;4;2;3;5;3;1;3;3;1;4;42952,22;46282;35042,22;38256,67;36955;40708,89;1;29;1;3;5;1,30434782608696;1;3;-2;1,43641109580725;1,33749350984926;1,17378779077727;0,163705719071991;84,8491212754941;-0,636153633241198;0,944128870671383;0,2821
0;4;2;5;1;3;2;4;4;4;3;5;4;3;2;2;4;3;1;4;4;2;1;5;4;2;2;1;4;2;4;1;4;2;2;2;3;2;4;5;2;2;4;3;2;2;2;4;4;2;5;4;2;4;3;2;3;5;2;2;4;66857,78;56871,43;49387;55556,17;39088,75;91296,22;1;21;1;1;5;1,42857142857143;3;2;1;1,20016477211506;1,17851130197758;1,33333333333333;-0,154822031355754;64,7182444147559;-0,231759023991746;0,970905625505022;0,2029
1;4;2;5;3;5;2;4;3;3;4;5;4;2;3;5;4;4;2;5;3;4;3;3;4;3;3;4;5;5;4;3;3;3;3;4;3;4;2;3;4;2;2;4;1;2;4;3;5;3;4;4;4;2;3;3;4;5;5;4;4;45227,78;57946,39;42192,5;39605,71;36341,11;44148,75;1;22;1;1;4;1,33333333333333;4;2;2;1,11182651168714;0,942809041582063;1,31656117720877;-0,373752135626703;64,4004303037137;-0,212546918402882;0,821274889471373;0,1642
0;2;4;3;1;3;4;2;4;3;2;4;4;2;2;2;3;2;2;5;4;4;1;5;3;1;4;4;2;2;4;3;4;2;2;4;4;3;1;2;2;1;3;2;4;4;2;3;3;3;2;4;3;3;3;4;2;3;4;2;3;63012,22;94963,75;77189,78;91833,79;52873,29;82804,43;2;23;1;1;4;1,5;2;2;0;1,04948198144538;0,918936583472681;1,24721912892465;-0,328282545451966;52,496632718146;-0,512423720903222;0,976377920571647;0,1634
0;2;3;4;2;4;3;3;4;2;4;2;2;4;4;4;4;4;3;3;2;4;2;2;4;4;4;2;5;3;4;2;3;5;2;5;4;5;4;3;5;2;4;4;4;2;4;4;3;3;3;4;3;3;4;2;5;4;2;3;4;65654,7;58720,69;45484,44;40296,67;53127,45;60390,6;1;24;1;1;3;1,30434782608696;2;2;0;1,02786048427851;1,17378779077727;1,05934990547138;0,114437885305887;42,2564172805041;-0,53686679242906;0,978801649846803;0,1542
0;2;4;4;5;4;2;2;4;4;4;4;2;4;3;4;2;2;3;4;3;3;2;2;4;3;2;4;4;4;3;2;3;5;4;3;4;4;2;5;4;3;4;2;2;3;5;4;4;4;3;5;4;3;3;4;3;3;4;4;3;61469;70148;60908,89;50916,67;54064;72894,44;1;20;1;1;4;1,30434782608696;2;2;0;0,988493117865672;1,03279555898864;0,942809041582063;0,089986517406581;49,6276123955184;0,178399483360411;0,808615597036713;0,1227
1;2;2;4;3;2;2;2;1;3;2;1;5;2;2;3;2;4;1;1;3;2;3;1;4;3;4;1;1;3;5;2;4;3;4;3;5;5;1;4;4;2;5;2;3;3;4;4;4;4;4;4;2;1;1;3;4;4;3;4;3;16747;13548;10502;8371;12356;9773;1;20;1;1;6;1,25;1;1;0;1,14227941410454;1,07496769977314;1,17851130197758;-0,103543602204439;103,733553731561;0,214105214335763;0,407183719110087;0,2811
0;2;5;2;3;1;5;3;2;2;1;5;2;3;2;4;1;1;1;3;3;2;1;2;2;1;3;5;2;1;4;2;1;4;1;5;4;5;4;5;3;1;2;4;1;2;5;3;5;4;4;5;5;3;5;5;5;4;2;4;5;97278,14;91942,75;88140,75;78763,2;74519,39;84322;2;29;2;4;3;1,2;2;3;-1;1,36791317000677;1,56347191994114;1,33749350984926;0,225978410091885;130,744659685226;0,0446810048546525;0,451606337600427;0,3943
0;5;3;4;3;4;2;3;4;2;4;4;4;2;3;3;5;4;3;4;3;3;1;4;3;4;3;4;3;3;4;2;2;4;2;3;4;5;5;5;4;3;4;4;3;1;3;2;4;3;4;3;3;4;3;2;4;4;4;2;3;33712,5;36273,75;28816,25;34320,25;24791,67;32578,33;1;19;1;1;3;1,25;2;3;-1;1,00843896817922;1,05934990547138;0,674948557710553;0,384401347760827;55,6431710746134;-0,240951405348832;0,941460470966853;0,1514
1;4;2;2;1;4;4;4;3;5;3;4;4;2;4;4;4;3;4;4;2;4;2;3;4;3;3;4;4;2;5;2;4;3;3;4;4;4;4;4;4;3;3;4;3;3;4;4;3;4;3;4;3;3;4;3;4;4;4;4;4;39391;47077,14;31473;32416,25;34053;46735;1;23;1;1;5;1,36363636363636;4;2;2;0,923638102631528;0,97182531580755;0,875595035770913;0,0962302800366369;39,4544760050081;-0,240586311744901;0,484301496489856;0,0811
1;4;5;4;4;3;4;3;4;5;5;3;5;1;1;1;2;3;3;4;4;3;2;5;3;4;2;3;5;5;3;2;4;1;1;3;2;5;5;5;4;3;4;4;1;3;4;4;4;4;3;3;4;4;2;2;4;2;2;5;3;121487,45;108347,55;85772,06;90158,65;93347,37;82312,29;2;24;1;1;4;1,46341463414634;2;2;0;1,27159315527506;0,994428926011753;1,35400640077266;-0,359577474760907;83,9478500092206;-0,16388488507578;0,26149954222239;0,2288
0;3;5;4;3;4;1;3;3;5;4;4;1;4;3;4;5;2;4;2;3;4;1;1;2;1;1;4;5;4;4;3;3;1;5;3;3;5;4;5;4;5;4;4;2;2;3;3;4;4;3;3;2;2;3;4;4;3;3;4;2;57350;66330;48173,33;65975,2;53252,22;58016,67;1;25;1;3;4;1,33333333333333;2;2;0;1,21385597485188;1,22927259430572;1,49443411809733;-0,265161523791608;66,3375035515632;-0,201105006751921;0,316644668981377;0,1783
0;2;4;1;5;4;4;3;4;5;4;4;3;2;3;2;5;4;4;4;2;4;3;2;4;4;3;4;4;5;3;2;2;2;3;3;2;5;5;5;4;4;4;2;2;2;3;2;2;4;4;5;3;2;4;4;5;2;5;3;2;70687;59272,22;70485,8;60132,5;65431,89;50415;1;23;1;1;5;1,46341463414634;3;3;0;1,17121791842056;1,03279555898864;1,17378779077727;-0,140992231788623;60,2103678371122;-0,561971270064575;0,655186982199944;0,1734
1;5;3;5;1;5;3;4;2;3;4;5;3;4;1;3;1;4;2;3;2;2;1;5;3;3;3;4;4;4;5;2;5;3;3;4;5;1;3;2;4;2;4;3;1;1;2;2;5;1;4;4;2;3;4;5;3;3;2;5;5;31422,86;68282,5;41836,67;35876,25;34005;49550;1;20;1;1;3;1,22448979591837;2;2;0;1,32767159508923;1,54919333848297;1,31656117720877;0,2326321612742;92,8471760223217;-0,26543750507164;0,817494181188272;0,2522
1;2;2;3;3;4;2;3;3;5;3;2;2;1;1;4;4;2;2;4;3;2;1;2;4;3;3;2;3;4;3;2;4;3;1;2;4;5;2;5;4;3;4;4;2;1;4;4;3;4;4;4;4;2;3;5;3;2;4;3;3;54745,56;44712,5;51075,36;50654,29;46541,25;50881,25;1;22;1;1;4;1,36363636363636;2;3;-1;1,05552086373757;1,05409255338946;0,737864787372622;0,316227766016838;55,7943937473807;-0,0802342813397542;0,452380952380953;0,1581
0;3;2;4;3;4;2;2;4;5;3;5;3;4;3;4;4;1;3;4;2;4;4;3;2;2;4;4;4;3;5;3;3;2;2;2;5;4;5;3;4;3;5;5;5;1;5;3;4;4;4;4;3;4;3;4;4;4;2;3;4;49430;83448,55;49101,11;44777;61731,72;49528;1;31;1;1;3;1,25;3;2;1;1,12734376070578;1,19721899973786;0,875595035770913;0,321623963966952;55,8238303863747;-0,185522895269313;0,27511756328651;0,1438
